S.No,College Code,College Name,Category
221,2632,"Mahendra Institute of Technology (Autonomous), Mahendhirapuri, Mallasamudram,
Namakkal District 637503",Self Financing Engineering Colleges
222,2633,"Vidyaa Vikas College of Engineering and Technology, Varahoorampatti, Tiruchengode,
Namakkal District 637 214",Self Financing Engineering Colleges
223,2634,"Excel Engineering College (Autonomous), NH-544, Salem Main Road, Pallakapalayam,
Sankari West Post, Komarapalayam Taluk, Namakkal District - 637303",Self Financing Engineering Colleges
224,2635,"CMS College of Engineering, Emapuram Post, Namakkal District 637003",Self Financing Engineering Colleges
225,2636,"A V S Engineering College, Military Road, Ammapet, Salem District 636003",Self Financing Engineering Colleges
226,2638,"Mahendra Engineering College for Women, Kumaramangalam, Namakkal District 637205",Self Financing Engineering Colleges
227,2639,"R P Sarathy Institute of Technology, Poosaripatty Village, Omalur Taluk, Salem District
636305",Self Financing Engineering Colleges
228,2640,"Jayalakshmi Institute of Technology, Thoppur, Dharmapuri District 635352",Self Financing Engineering Colleges
229,2641,"Varuvan Vadivelan Institute of Technology, Nallanahalli, Dharmapuri District 636701",Self Financing Engineering Colleges
230,2642,"P S V College of Engineeering and Technology, Mittapalli, Balinayanapalli Post, Elathagiri,
Krishnagiri District 635108",Self Financing Engineering Colleges
231,2643,"Bharathiyar Institute of Engineering for Women, Deviayakurichi, Attur Taluk, Salem District
636112",Self Financing Engineering Colleges
232,2646,"Tagore Institute of Engineering and Technology, Deviyakurichi, Attur Taluk, Salem District
636112",Self Financing Engineering Colleges
233,2647,"J K K Nataraja College of Engineering and Technology, Komarapalayam Amani,
Thattankuttai Panchayat, Namakkal District 638183",Self Financing Engineering Colleges
234,2648,"Annapoorana Engineering College (Autonomous), Sankari Main Road, NH-47,
Periaseeragapadi, Salem District 636308",Self Financing Engineering Colleges
235,2650,"Christ The King Engineering College, Cecilia Gardens, Chikkarampalayam Village,
Coimbatore District 641104",Self Financing Engineering Colleges
236,2651,"Jai Shriram Engineering College, Dharapuram Road, Avinashi Palayam, Tiruppur District
638660",Self Financing Engineering Colleges
237,2652,"AL-Ameen Engineering College (Autonomous), Karundevan Palayam, Nanjai Uthukuli Post,
Erode District 638104",Self Financing Engineering Colleges
238,2653,"Knowledge Institute of Technology, KIOT Campus, Kakapalayam Post, Salem District 637504",Self Financing Engineering Colleges
239,2656,"Builders Engineering college, Nathakadaiyur, Erode Road, Palayakottai Village, Kangeyam,
Tiruppur District 638108",Self Financing Engineering Colleges
240,2658,"V S A Group of Institutions, NH-47, Uthamasola Puram Post, Salem District 636010",Self Financing Engineering Colleges
241,2659,"Salem College of Engineering and Technology, Salem-Attur Main Road, NH-68, Mettupatty
Perumapalayam, Salem District 636111",Self Financing Engineering Colleges
242,2667,"Excel College of Architecture and Planning, NH-544, Salem Main Road, Pallakapalayam,
Sankari West Post, Komarapalayam Taluk, Namakkal District 637303",Self Financing Engineering Colleges
243,2673,"Sree Sakthi Engineering College, Bettathapuram, Bilichi Village, Karamadai, Coimbatore
District 641104",Self Financing Engineering Colleges
244,2683,"Shreenivasa Engineering College, B Pallipatti, Bommidi, Pappireddipatti Taluk, Dharmapuri
District 635301",Self Financing Engineering Colleges
245,2684,"TIPS School of Architecture, SF 361/1A, Karuvalur Road, MGC Palayam, S.S. Kulam Post,
Coimbatore 641 107",Self Financing Engineering Colleges
246,2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District
401",Self Financing Engineering Colleges
247,2704,"Coimbatore Institute of Engineering and Technolgoy (Autonomous), Narasipuram Post,
Coimbatore District 641109",Self Financing Engineering Colleges
248,2705,"CSI College of Engineering, Ketti, The Nilgiris 643215",Self Financing Engineering Colleges
249,2706,"Dr. Mahalingam College of Engineering and Technology (Autonomous), Mackinaickenpatti
Post, Pollachi Taluk, Coimbatore District 642003",Self Financing Engineering Colleges
250,2707,"Erode Sengunthar Engineering College (Autonomous), Thudupathi Post, Erode District
638057",Self Financing Engineering Colleges
251,2708,"Hindusthan College of Engineering and Technology (Autonomous), Othakkalmandapam
Post, Coimbatore District 641032",Self Financing Engineering Colleges
252,2710,"Karpagam College of Engineering (Autonomous), Othakkalmandapam, Coimbatore District
641032",Self Financing Engineering Colleges
253,2711,"Kongu Engineering College (Autonomous), Perundurai, Erode District 638052",Self Financing Engineering Colleges
254,2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post, Coimbatore
District 641006",Self Financing Engineering Colleges
255,2713,"M P Nachimuthu M Jaganathan Engineering College, Chennimalai, Erode District 638112",Self Financing Engineering Colleges
256,2715,"Nandha Engineering College (Autonomous), Pitchandampalayam Post, Erode District
638052",Self Financing Engineering Colleges
257,2716,"Park College of Engineering and Technology, Kaniyur, Coimbatore District 641659",Self Financing Engineering Colleges
258,2717,"Sasurie College of Engineering, Vijayamangalam, Tiruppur District 638056",Self Financing Engineering Colleges
259,2718,"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore
District 641008",Self Financing Engineering Colleges
260,2719,"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, Coimbatore
District 641022",Self Financing Engineering Colleges
261,2721,"Tamilnadu College of Engineering, Karumathampatti Post, Coimbatore District 641659",Self Financing Engineering Colleges
262,2723,"Velalar College of Engineering and Technology (Autonomous), Thindal Post, Erode District
638012",Self Financing Engineering Colleges
263,2725,"Sri Ramakrishna Institute of Technology (Autonomous), Pachapalayam, Coimbatore District
641010",Self Financing Engineering Colleges
264,2726,"SNS College of Technology (Autonomous), Kalappatti Post, Coimbatore District 641035",Self Financing Engineering Colleges
265,2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), L&T Bye-Pass,
Venkitapuram Post, Comibatore District 641062",Self Financing Engineering Colleges
266,2728,"Tamilnadu School of Architecture, Tamilnadu College of Engineering Campus,
Karumathampatti Post, Coimbatore District 641659",Self Financing Engineering Colleges
267,2729,"Nehru Institute of Engineering and Technology, Thirumalayampalayam Post, Coimbatore
District 641105",Self Financing Engineering Colleges
268,2731,"R V S College of Engineering and Technology, Kannampalayam, Sulur, Coimbatore District
641402",Self Financing Engineering Colleges
269,2732,"Info Institute of Engineering, Sarkar Samakulam, Coimbatore District 641107",Self Financing Engineering Colleges
270,2733,"Angel College of Engineering and Technology, P.K.Palayam, Ugayanur Village, Tirupur
District 641 665",Self Financing Engineering Colleges
271,2735,"Karpagam Institute of Technology, Seerapalayam Village, L&T By pass Road, Coimbatore
District 641021",Self Financing Engineering Colleges
272,2736,"Dr. N G P Institute of Technology (Autonomous), Kalapatti Road, Coimbatore District
641035",Self Financing Engineering Colleges
273,2737,"Sri Sai Ranganathan Engineering College, Zahirnaickenpalayam Village, Viraliyur Post,
Thondamuthur Via, Coimbatore District 641109",Self Financing Engineering Colleges
274,2739,"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via),
Kinathukadavu, Coimbatore District 641202",Self Financing Engineering Colleges
275,2740,"Hindusthan Institute of Technology (Autonomous), Othakkalmandapam, Coimbatore
District 032",Self Financing Engineering Colleges
276,2741,"P A College of Engineering and Technology (Autonomous), Palladam Road, Pollachi,
Coimbatore District 642002",Self Financing Engineering Colleges
277,2743,"Dhanalakshmi Srinivasan College of Engineering (CBE), NH47, Palakkad Main Road,
Navakkarai Post, Near Nandhi Temple, Coimbatore District 641105",Self Financing Engineering Colleges
278,2744,"Adithya Institute of Technology, Kurumbapalayam Village, Coimbatore District 641107",Self Financing Engineering Colleges
279,2745,"Kathir College of Engineering, Neelambur, Avinashi Road, Coimbatore District 641062",Self Financing Engineering Colleges
280,2747,"Shree Venkateshwara Hi-Tech Engineering College, Othakuthirai, K Mettupalayam Post,
Gobichettipalayam, Erode District 638455",Self Financing Engineering Colleges
281,2748,"Surya Engineering College, Mettukadai, Kathirampatti Post, Erode District 638107",Self Financing Engineering Colleges
282,2749,"Easa College of Engineering and Technology (Autonomous), NH-47, Coimbatore-Palakkad
Main Road, Navakarai Post, Coimbatore District 641105",Self Financing Engineering Colleges
283,2750,"KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous), Kannampalayam,
Coimbatore District 641402",Self Financing Engineering Colleges
284,2751,"KGISL Institute of Technology, KGISL Campus, Thudiyalur Road, Saravanampatti,
Coimbatore District 641035",Self Financing Engineering Colleges
285,2752,"Nandha College of Technology, Pitchandampalayam Post, Erode District 638052",Self Financing Engineering Colleges
286,2753,"PPG Institute of Technology, Vilankurichi Village, Coimbatore District 641035",Self Financing Engineering Colleges
287,2755,"Nehru Institute of Technology, Thirumalayampalayam Post, Coimbatore District 641105",Self Financing Engineering Colleges
288,2758,"J K K Munirajah College of Technology, T N Palayam, Gobi Taluk, Erode District 638506",Self Financing Engineering Colleges
289,2759,"McGan s Ooty School of Architecture, 5/635, Perar, Kothagiri Road, Mynala Post, Ooty, The
Nilgiris 643002",Self Financing Engineering Colleges
290,2761,"United Institute of Technology, Periyanaickenpalayam, Coimbatore District 641020",Self Financing Engineering Colleges
291,2762,"Jansons Institute of Technology, Karumathampatty, Somaur, Coimbatore District 641659",Self Financing Engineering Colleges
292,2763,"Akshaya College of Engineering and Technology, Kinathukadavu, Coimbatore District
642109",Self Financing Engineering Colleges
293,2764,"K P R Institute of Engineering and Technology (Autonomous), Kollupalayam Village, Arasur
Panchayat, Coimbatore District 641407",Self Financing Engineering Colleges
294,2767,"SRG Engineering College, Aniyapuram Post, Namakkal District 637017",Self Financing Engineering Colleges
295,2768,"Park College of Technology, Prema Ravi Nagar, Karumathampatti, Coimbatore - 641 659",Self Financing Engineering Colleges
296,2769,"JCT College of Engineering and Technology ( Autonomous ), Pichanur, Coimbatore. 641105.",Self Financing Engineering Colleges
297,2770,"Studyworld College of Engineering, Madukarai Post, Coimbatore - 641 105.",Self Financing Engineering Colleges
298,2772,"C M S College of Engineering and Technology, Appachigoundenpathy, Kumittipathi Post,
Coimbatore District 641032",Self Financing Engineering Colleges
299,2776,"R V S Technical Campus-Coimbatore, Kumaran Kottam Campus, Kannampalayam, Sulur,
Coimbatore District 641 402",Self Financing Engineering Colleges
300,2778,"R.V.S. School of Architecture (CBE), Kumaran Kottam Campus, Trichy Road,
Kannampalayam Post, Coimbatore District 641402",Self Financing Engineering Colleges
301,2779,"Ranganathan Architecture College, REC Kalvi Nagar, Viraliyur Post, Thondamuthur Via,
Coimbatore District 641109",Self Financing Engineering Colleges
302,3410,"Krishnasamy College of Engineering and Technology, S Kumarapuram, Cuddalore District
607109",Self Financing Engineering Colleges
303,3425,"C K College of Engineering and Technology, Chellangkuppam, Cuddalore District 607003",Self Financing Engineering Colleges
304,3446,"Prime College of Architecture and Planning, Main Road, Kilvelur, Nagapattinam District
611104",Self Financing Engineering Colleges
305,3454,"Sri Ramakrishna College of Engineering, Sri Saradha Nagar, NH-45, Perambalur District
621113",Self Financing Engineering Colleges
306,3456,"K S K College of Engineering and Technology, Thanjavur Main Road, Darasuram,
Kumbakonam, Thanjavur District 612702",Self Financing Engineering Colleges
307,3461,"Arifa Institute of Technology(Formly Haji sheik Ismail Engineering College), Esanoor,
Keelaiyur Post, Thirukkuvalai Taluk, Nagapattinam District 611103",Self Financing Engineering Colleges
308,3466,"Nelliandavar Institute of Technology, Nerunjikorai Village, Pudhupalayam, Ariyalur Taluk,
Ariyalur District 621704",Self Financing Engineering Colleges
309,3467,"Prime Nest College of Architecture and Planning,V.J.P.Campus,Trichy-Chennai Highway,
Navaladiyan Nagar, Siruganur, Tiruchirappalli District 621105",Self Financing Engineering Colleges
310,3701,"K Ramakrishnan College of Technology (Autonomous), Kariyamanickam Road,
Samayapuram, Manachanallur Taluk, Tiruchirappalli District 621112",Self Financing Engineering Colleges
311,3760,"Sir Issac Newton College of Engineering and Technology, Anthanapeetai Post, Papakoil,
Nagappattinam District 611102",Self Financing Engineering Colleges
312,3766,"Star Lion College of Engineering and Technology, Manankorai Main Road, Manankorai
Village, Thanjavur District 614206",Self Financing Engineering Colleges
313,3782,"OASYS Institute of Technology , Pulivalam Village, Musiri Taluk, Tiruchirappalli District
621006",Self Financing Engineering Colleges
314,3783,"M.A.M. School of Architecture, Trichy-Chennai Trunk Road, Siruganur, Tiruchirappalli
District 621105",Self Financing Engineering Colleges
315,3784,"C.A.R.E School of Architecture, No.27, Thayanur Village, Kuttapatti, Srirangam Taluk,
Tiruchirappalli District 620009",Self Financing Engineering Colleges
316,3786,"M.A.M. School of Engineering, Siruganur, Tiruchirappalli District 621105",Self Financing Engineering Colleges
317,3795,"SRM TRP Engineering College, Irungalur, Manachanallur Taluk, Tiruchirappalli District
621105",Self Financing Engineering Colleges
318,3801,"A V C College of Engineering, Mannampandal Post, MayiladuthuraiDistrict 609305",Self Financing Engineering Colleges
319,3803,"Anjalai Ammal Mahalingam Engineering College, Kovilvenni, Thiruvarur District 614403",Self Financing Engineering Colleges
320,3804,"Arasu Engineering College, Chennai Main Road, Kumbakonam, Thanjavur District 612501",Self Financing Engineering Colleges
321,3805,"Dhanalakshmi Srinivasan Engineering College (Autonomous), Thuraiyur Road, Perambalur
District 621212",Self Financing Engineering Colleges
322,3806,"E G S Pillay Engineering College (Autonomous), Nagapattinam District 611002",Self Financing Engineering Colleges
323,3807,"J J College of Engineering and Technology, Poolankulathupatti Post, Thiruchirappalli District
620009",Self Financing Engineering Colleges
324,3808,"Jayaram College of Engineering and Technology, Karattampatti, Pagalavadi Po,Thuraivur,
Trichy-621014",Self Financing Engineering Colleges
325,3810,"MAM College of Engineering, Siruganur, Tiruchirappalli District 621105",Self Financing Engineering Colleges
326,3811,"M I E T Engineering College, Trichy-Pudukkottai Road, Tiruchirappalli District 620007",Self Financing Engineering Colleges
327,3812,"Mookambigai College of Engineering, Keeranur, Pudukkottai District 622502",Self Financing Engineering Colleges
328,3813,"Oxford Engineering College,Karumandapam,Pirattiyur,Trichy-620 009",Self Financing Engineering Colleges
329,3815,"Pavendar Bharathidasan College of Engineering and Technology, Pudukkottai Main Road,
Tiruchirappalli District 622515",Self Financing Engineering Colleges
330,3817,"Roever Engineering College, Elambalur, Perambalur District 621212",Self Financing Engineering Colleges
331,3819,"Saranathan College of Engineering, Panjappur, Tiruchirappalli District 620012",Self Financing Engineering Colleges
332,3820,"Trichy Engineering College, Konalai, Tiruchirappalli District 621132",Self Financing Engineering Colleges
333,3821,"A R J College of Engineering and Technology, Mannargudi Taluk, Thiruvarur District 614001",Self Financing Engineering Colleges
334,3822,Tittagudi Sengunthar Engineering College,Self Financing Engineering Colleges
335,3825,"St. Joseph s College of Engineering and Technology, Elupatti Village, Rawaspatti Post,
Thanjavur District 613403",Self Financing Engineering Colleges
336,3826,"Kongunadu College of Engineering and Technology (Autonomous), Tholurpatti, Thottiyam,
Tiruchirappalli District 621215",Self Financing Engineering Colleges
337,3829,"M.A.M. College of Engineering and Technology, Trichy-Chennai Trunk Road, Siruganur,
Tiruchirappalli District 621105",Self Financing Engineering Colleges
338,3830,"K Ramakrishnan College of Engineering (Autonomous), Kariyamanickam Road,
Samayapuram, Manachanallur Taluk, Tiruchirappalli District 621112",Self Financing Engineering Colleges
339,3831,"Indra Ganesan College of Engineering, Madurai Main Road, Manikandam, Tiruchirappalli
District 620012",Self Financing Engineering Colleges
340,3833,"Parisutham Institute of Technology and Science, Ring Road, Nanjikottai, Thanjavur District
613006",Self Financing Engineering Colleges
341,3841,"CARE College of Engineering (Formerly C.A.R.E Group of Institutions), Thayanoor Village,
Thayanoor Village, Kuttappatti, Srirangam Taluk, Tiruchirappalli District 620009",Self Financing Engineering Colleges
342,3843,"M R K Institute of Technology, Nattarmangalam Village, Kattumannarkoil, Cuddalore District
608306",Self Financing Engineering Colleges
343,3844,"Shivani Engineering College, Trichy-Dindigul NH Road, Poolangulathupatti, Tiruchirappalli -
620009",Self Financing Engineering Colleges
344,3845,"Imayam College of Engineering, Kannanur, Thuraiyur, Tiruchirappalli District 621206",Self Financing Engineering Colleges
345,3846,"Mother Terasa College of Engineering and Technology, Mettusalai Post and Taluk,
Pudukkottai District 622102",Self Financing Engineering Colleges
346,3848,"Vandayar Engineering College, Pulavarnatham Post, Mariamman Koil (Via), Thanjavur
District 613001",Self Financing Engineering Colleges
347,3849,"Annai College of Engineering and Technology, Anakudi Road, Kovilacheri, Kumbakonam,
Thanjavur District 612503",Self Financing Engineering Colleges
348,3852,"Sri Bharathi Engineering College for Women, Kaikkuruchi Village, Alangudi Taluk,
Pudukkottai District 622303",Self Financing Engineering Colleges
349,3854,"Mahath Amma Institute of Engineering and Technology (MIET), Ariyur, Annavasal Road,
Illupur Taluk, Pudukkottai District 622101",Self Financing Engineering Colleges
350,3855,"As-Salam College of Engineering and Technology, Thirumangalakudi, Aduthurai,
Thiruvidaimaruthur, Thanjavur District 612102",Self Financing Engineering Colleges
351,3857,"Meenakshi Ramaswamy Engineering College, Trichy Main Road, Thathanur,
Udayarpalayam, Ariyalur District 621804",Self Financing Engineering Colleges
352,3860,"St. Anne s College of Engineering and Technology, Anguchettypalayam, Siruvathur Post,
Panruti, Cuddalore District 607110",Self Financing Engineering Colleges
353,3905,"Kings College of Engineering, Punalkulam, Pudukkottai District 613303",Self Financing Engineering Colleges
354,3908,"Mount Zion College of Engineering and Technology, Pilivalam Post, Pudukkottai District
622507",Self Financing Engineering Colleges
355,3918,"Shanmuganathan Engineering College, Pillivalam Post, Pudukkottai District 622507",Self Financing Engineering Colleges
356,3920,"Sudharsan Engineering College, Sathiyamangalam Post, Pudukkottai District 622501",Self Financing Engineering Colleges
357,3923,"M N S K College of Engineering, Vallathirakkottai Post, Pudukkottai District 622305",Self Financing Engineering Colleges
358,3926,"Chendhuran College of Engineering and Technology, Madurai Road, Lenavilakku, Pilivalam
Post, Pudukkottai - 622 507",Self Financing Engineering Colleges
359,4669,"Thamirabharani Engineering College, Chathirampudukulam Village, Thatchanallur,
Tirunelveli District 627358",Self Financing Engineering Colleges
360,4670,"Rohini College of Engineering & Technology, Anjugramam-Kanyakumari Main Road,
Palkulam, Variyoor Post, Kanyakumari District 629401",Self Financing Engineering Colleges
361,4671,"Sigma College of Architecture, Moododu, Anucode Post, Marthandam, Kanyakumari
District 629168",Self Financing Engineering Colleges
362,4672,"Stella Mary s College of Engineering, Arunthengan Vilai, Azhikal Post, Kanyakumari District
629202",Self Financing Engineering Colleges
363,4675,"Universal College of Engineering and Technology, Anbagam Campus, Radhapuram Road,
Vallioor, Tirunelveli District 627117",Self Financing Engineering Colleges
364,4676,"Renganayagi Varatharaj College of Engineering, Salvarpatti, Sivakasi, Virudhunagar District
626128",Self Financing Engineering Colleges
365,4677,ARUNACHALA HITECH ENGINEERING COLLEGE,Self Financing Engineering Colleges
366,4678,"Ramco Institute of Technology, North venganallur Village, Krishnapuram Panchayat,
Rajapalayam, Virudhunagar District 626117",Self Financing Engineering Colleges
367,4679,"Arul Tharum VPMM College of Architecture V.P.M.NAGAR, KRISHNANKOIL 626190",Self Financing Engineering Colleges
368,4680,"AAA College of Engineering and Technology, Kamarajar Educational Road, Amathur Village,
Sivakasi, Virudhunagar District 626005",Self Financing Engineering Colleges
369,4686,"Good Shepherd College of Engineering and Technology, Maruthamparai, Kanyakumari
District 629101",Self Financing Engineering Colleges
370,4864,"V V College of Engineering, Arasoor Village, Idaichivilai Post, Santhakulam Taluk,
Thoothukudi District 628656",Self Financing Engineering Colleges
371,4917,"Sethu Institute of Technology (Autonomous), Kariapatti Post, Virudhunagar District 626115",Self Financing Engineering Colleges
372,4925,"Sun College of Engineering and Technology, Ammandivilai & Post, Kanyakumari District -
629204",Self Financing Engineering Colleges
373,4927,"Maria College of Engineering and Technology, Attoor Puliyamoodu Junction, Thiruvattar
Post, Kanyakumari District 629177",Self Financing Engineering Colleges
374,4928,"MAR Ephraem College of Engineering & Technology, Malankara Hills, Elavuvillai,
Marthandam, Kanyakumari District 629171",Self Financing Engineering Colleges
375,4929,"M E T Engineering College, Mogals Garden, Thovalai Village, Aralvaimozhi Town Panchayat,
Thovalai, Kanyakumari District 629304",Self Financing Engineering Colleges
376,4931,"Grace College of Engineering, Chandy Nagar, Mullakkadu, Thoothukudi District 628005",Self Financing Engineering Colleges
377,4932,"Immanuel Arasar J.J. College of Engineering, Edavilagam, Nattalam, Marthandam,
Kanyakumari-629165",Self Financing Engineering Colleges
378,4933,"St. Mother Theresa Engineering College, Vagaikulam, Thoothukudi District 628102",Self Financing Engineering Colleges
379,4934,"Holy Cross Engineering College, Vagaikulam, Sri Mulakarai, Srivaikuntam, Thoothukudi
District 628851",Self Financing Engineering Colleges
380,4938,"Sivaji College of Engineering and Technology, Manivilla Palulai Panchayat, Vilavancode,
Kanyakumari District 629171",Self Financing Engineering Colleges
381,4941,"Unnamalai Institute of Technology, Ayyaneri, Kovilpatti, Thoothukudi District 628502",Self Financing Engineering Colleges
382,4943,"Satyam College of Engineering and Technology,Satyam Nagar,Aralvoimozhi,Kanyakumari-
629301",Self Financing Engineering Colleges
383,4944,"Arunachala College of Engineering for Women, Thanka Gardens, Manavilai, Vellichanthai,
Nagercoil, Kanyakumari District 629203",Self Financing Engineering Colleges
384,4946,"D M I Engineering College, Aralvaimozhi Village, Thovalai, Kanyakumari District 629301",Self Financing Engineering Colleges
385,4949,"PSN Institute of Technology and Science,Melathediyoor, Tirunelveli-627 152",Self Financing Engineering Colleges
386,4952,"C S I Institute of Technology, Thovalai, Kanyakumari District 629302",Self Financing Engineering Colleges
387,4953,"CAPE Institute of Technology, Levingipuram, Tirunelveli District 627114",Self Financing Engineering Colleges
388,4954,"Dr. Sivanthi Aditanar College of Engineering, Tiruchendur, Thoothukudi District 628215",Self Financing Engineering Colleges
389,4955,"Francis Xavier Engineering College (Autonomous), Vannarpettai, Tirunelveli District 627003",Self Financing Engineering Colleges
390,4956,"Jayamatha Engineering College, Aralvaimozhi, Kanyakumari District - 629301",Self Financing Engineering Colleges
391,4957,"Jayaraj Annapackiam CSI College of Engineering, Nazareth, Thoothukudi District 628617",Self Financing Engineering Colleges
392,4959,"Kamaraj College of Engineering and Technology (Autonomous), Virudhunagar District
626001",Self Financing Engineering Colleges
393,4960,"Mepco Schlenk Engineering College (Autonomous), Sivakasi, Virudhunagar District 626005",Self Financing Engineering Colleges
394,4961,"Nellai College of Engineering (Formerly National College of Engineering), Maruthakulam
Post, Tirunelveli District 627151",Self Financing Engineering Colleges
395,4962,"National Engineering College (Autonomous), Kovilpatti, Thoothukudi District 628503",Self Financing Engineering Colleges
396,4964,"PSN College of Engineering and Technology (Autonomous),Melathediyoor, Tirunelveli-627
152",Self Financing Engineering Colleges
397,4965,"P S R Engineering College (Autonomous), Appayanaickenpatti, Sevalpatty, Virudhunagar
District 626140",Self Financing Engineering Colleges
398,4966,"PET Engineering College, Vallioor Post, Tirunelveli District 627117",Self Financing Engineering Colleges
399,4967,"S Veerasamy Chettiar College of Engineering and Technology, Puliangudi Post, Tenkasi
District 627855",Self Financing Engineering Colleges
400,4968,"Sardar Raja College of Engineering, Alangulam, Tenkasi District 627808",Self Financing Engineering Colleges
401,4969,"SCAD College of Engineering and Technology, Cheranmahadevi, Tirunelveli District 627414",Self Financing Engineering Colleges
402,4970,"Sree Sowdambika College of Engineering, Aruppukkottai Taluk, Virudhunagar District
626134",Self Financing Engineering Colleges
403,4971,"St. Xavier s Catholic College Of Engineering (Autonomous) , Chunkankadai, Nagercoil,
Kanyakumari District-629003",Self Financing Engineering Colleges
404,4975,"Dr. G U Pope College of Engineering, Sawyerpuram, Thoothukudi District 628251",Self Financing Engineering Colleges
405,4976,"Infant Jesus College of Engineering, Thoothukudi Highway (NH7/A), Thoothukudi District
628851",Self Financing Engineering Colleges
406,4977,"Narayanaguru College of Engineering, Manjalumoodu, Kanyakumari District 629151",Self Financing Engineering Colleges
407,4978,"Udaya School of Engineering, Ammandivilai Post, Kanyakumari District 629204",Self Financing Engineering Colleges
408,4979,"Arul Tharum VPMM College of Engineering and Technology (Formerly V.P.Muthaiah Pillai
Meenakshi Ammal Engineering College for Women), Krishnakoil,Virudhunagar-626 190",Self Financing Engineering Colleges
409,4980,"Einstein College of Engineering, Seethaparpanallur, Tirunelveli District 627012",Self Financing Engineering Colleges
410,4981,"Ponjesly College of Engineering, Vettornimadam Post, Nagercoil, Kanyakumari District
629003",Self Financing Engineering Colleges
411,4982,"Vins Christian College of Engineering, Chunkankadai Post, Nagercoil, Kanyakumari District
629807",Self Financing Engineering Colleges
412,4983,"Lord Jegannath College of Engineering and Technology, Kumarapuram, Thoppur Post,
Kanyakumari District 629402",Self Financing Engineering Colleges
413,4989,"PSN Engineering College, Melathediyoor, Tirunelveli District 627152",Self Financing Engineering Colleges
414,4992,"Bethlahem Institute of Engineering, Karungal, Kanyakumari District 629157",Self Financing Engineering Colleges
415,4993,"Loyola Institute of Technology and Science, Loyola Nagar, P B No.2, Thovalai, Kanyakumari
District 629302",Self Financing Engineering Colleges
416,4994,"J P College of Engineering, College Road, Ayakudy, Tenkasi Taluk, Tenkasi District 627852",Self Financing Engineering Colleges
417,4996,"Sri Vidya College of Engineering and Technology, Sivakasi Main Road, P Kumaralinapuram,
Virudhunagar District 626005",Self Financing Engineering Colleges
418,4998,"Mahakavi Bharathiyar College of Engineering and Technology, Vasudevanallur, Tenkasi
District",Self Financing Engineering Colleges
419,4999,"Annai Vailankanni College of Engineering, Pothaiyadi Salai, Pottalkulam, Azhagappapuram,
Kanyakumari District 629401",Self Financing Engineering Colleges
420,5502,"Sri Raajaraajan College of Engineering & Technology, Amaravathi Village, Amaravathi Pudur
Post, Karaikudi, Sivagangai District 630301",Self Financing Engineering Colleges
421,5530,"SSM Institute of Engineering and Technology, Kuttathupatti Village, Sindalaigundu Post,
Dindigul District 624002",Self Financing Engineering Colleges
422,5532,"Vaigai College of Engineering, Therkutheru, Melur Taluk, Madurai District 625122",Self Financing Engineering Colleges
423,5533,"Karaikudi Institute of Technology and Karaikudi Institute of Management, KIT & KIM
Technical Campus, Keeranipatti, Thalakkuvur, Karaikudi, Sivagangai District 630307",Self Financing Engineering Colleges
424,5536,"Mangayarkarasi College of Engineering, First Street, Mangayarkarasi Nagar, Paravai,
Madurai District 625402",Self Financing Engineering Colleges
425,5537,"Jainee College of Engineering and Technology, Dindigul-Theni Main Road (Near
Vakkampatti), Dindigul District 624303",Self Financing Engineering Colleges
426,5544,"Agni School of Architecture and Design Excellence (ASADE),NH45,Trichy Road,Morepatty
(Post),Vadamadurai (Via),Dindigul District 624 802",Self Financing Engineering Colleges
427,5703,"Christian College of Engineering and Technology, Oddanchatram, Dindigul District 624619",Self Financing Engineering Colleges
428,5832,"N P R College of Engineering and Technology, Natham, Dindigul District 624401",Self Financing Engineering Colleges
429,5842,"Madurai Institute of Engineering and Technology, Pottapalayam Village, Manamadurai
Taluk, Sivagangai District 630611",Self Financing Engineering Colleges
430,5851,"Veerammal Engineering College, PVP Nagar, K.Singrakottai, Dindigul-624708",Self Financing Engineering Colleges
431,5862,"R V S Educational Trusts Groups of Institutions (Integrated Campus), N Paraipatti Post,
Vedasandur Taluk, Dindigul District 624005",Self Financing Engineering Colleges
432,5865,"Nadar Saraswathi College of Engineering and Technology, Vadupudupatti, Annanji Post,
Theni District 625531",Self Financing Engineering Colleges
433,5902,"Bharath Niketan Engineering College, Thimmarasanaickanoor, Aundipatti, Theni District
625536",Self Financing Engineering Colleges
434,5904,"K L N College of Engineering (Autonomous), Pottapalayam, Sivagangai District 630611",Self Financing Engineering Colleges
435,5907,"Mohamed Sathak Engineering College, Kilakarai, Ramanathapuram District 623806",Self Financing Engineering Colleges
436,5910,"P S N A Colllege of Engineering and Technology, Dindigul District 624622",Self Financing Engineering Colleges
437,5911,"P T R College of Engineering and Technology, Thanapandiyan Nagar, Austinpatty Post,
Madurai District 625008",Self Financing Engineering Colleges
